loc,is_unused,contains_sensitive,num_params,cyclomatic_complexity,commit_count,code_churn,days_since_last_edit,author_count,recent_modification,usage_score,activity_score,importance_score,sensitivity_score
113,0,0,6,8,32,1163,240,12,0,3,1,3,0
43,1,0,2,20,48,842,1063,9,0,0,0,2,0
246,0,0,3,17,23,1170,281,8,0,3,1,3,0
283,1,0,2,13,13,303,1128,3,0,0,0,2,0
88,0,1,1,19,29,103,1081,2,0,3,0,1,3
221,0,0,1,1,1,701,311,9,0,1,1,2,0
18,1,0,0,18,23,22,277,3,0,0,1,1,0
113,1,1,5,6,26,54,258,7,0,0,1,3,3
63,0,0,3,8,1,501,1080,5,0,1,0,0,0
218,0,0,1,15,12,593,634,6,0,2,0,3,0
65,0,0,6,9,35,1039,392,4,0,3,0,1,0
68,0,0,2,2,7,1243,992,5,0,2,0,0,0
227,1,1,0,9,47,1415,661,5,0,0,0,1,3
79,1,0,0,14,2,207,246,4,0,0,1,1,0
195,1,1,0,20,4,142,451,12,0,0,0,3,3
151,0,1,0,11,42,478,208,6,0,3,1,3,3
139,0,1,6,16,9,76,439,7,0,2,0,3,3
190,1,0,0,19,35,69,555,10,0,0,0,3,0
240,0,0,2,12,0,1294,1035,6,0,1,0,3,0
282,0,1,2,9,30,1105,521,12,0,3,0,2,3
183,1,1,0,16,34,634,111,3,0,0,1,2,3
132,0,1,3,16,20,779,746,5,0,3,0,2,3
117,0,1,0,15,44,333,77,1,0,3,2,2,3
300,1,0,1,16,39,1463,1168,11,0,0,0,3,0
206,1,0,6,18,28,1166,836,9,0,0,0,3,0
34,0,0,3,8,32,599,396,5,0,3,0,0,0
160,0,1,4,12,31,1309,407,12,0,3,0,3,3
170,0,0,6,9,30,1197,446,5,0,3,0,2,0
45,0,0,5,2,24,306,763,2,0,3,0,1,0
47,1,0,2,20,7,962,486,11,0,0,0,2,0
28,0,1,4,8,34,35,1031,3,0,3,0,1,2
233,0,1,6,13,37,401,493,10,0,3,0,3,3
232,1,1,1,9,16,474,947,8,0,0,0,2,3
141,1,0,3,19,17,687,289,5,0,0,1,2,0
295,0,1,6,4,60,323,409,1,0,3,0,2,3
53,0,1,0,4,41,1125,572,1,0,3,0,0,3
199,0,1,1,1,6,1360,1134,9,0,2,0,2,3
260,0,0,2,15,7,794,668,1,0,2,0,2,0
163,0,0,2,3,4,401,549,2,0,1,0,1,0
115,1,1,4,12,0,278,763,4,0,0,0,3,3
193,0,1,6,15,57,18,865,5,0,3,0,3,3
99,1,1,6,15,25,289,1149,4,0,0,0,2,3
169,1,0,6,1,15,274,549,3,0,0,0,2,0
233,1,1,5,5,53,1142,955,11,0,0,0,3,3
275,1,1,5,7,59,1445,889,2,0,0,0,2,3
104,0,0,0,1,25,816,868,2,0,3,0,1,0
252,0,1,1,7,40,119,1074,9,0,3,0,2,3
87,1,1,4,13,8,515,623,1,0,0,0,2,3
217,0,0,0,5,58,15,675,5,0,3,0,1,0
163,0,0,1,19,56,1107,919,8,0,3,0,3,0
153,0,0,5,6,45,221,1092,10,0,3,0,3,0
112,1,1,1,4,9,762,70,12,0,0,2,2,3
116,0,0,0,3,55,268,956,6,0,3,0,2,0
193,1,1,3,4,39,255,628,7,0,0,0,2,3
46,1,0,5,20,49,1252,746,10,0,0,0,3,0
63,0,1,5,16,55,887,1131,8,0,3,0,3,3
194,1,1,2,5,25,960,203,5,0,0,1,1,3
189,1,1,1,12,45,1379,211,2,0,0,1,2,3
222,1,1,1,13,45,926,1063,2,0,0,0,2,3
11,1,1,4,14,31,507,334,11,0,0,1,3,2
211,0,1,4,2,56,91,210,4,0,3,1,2,3
100,0,0,1,5,54,622,498,2,0,3,0,0,0
267,0,0,0,20,28,1279,312,11,0,3,1,3,0
273,0,1,1,9,54,1346,709,5,0,3,0,1,3
26,1,0,3,15,30,152,306,5,0,0,1,1,0
200,0,1,4,4,20,653,199,11,0,3,1,3,3
25,1,1,2,9,36,1329,977,7,0,0,0,1,2
80,1,0,5,16,47,855,899,9,0,0,0,3,0
71,0,0,1,19,52,1041,584,11,0,3,0,2,0
154,1,0,4,17,36,628,774,3,0,0,0,3,0
50,1,0,3,12,21,1091,740,1,0,0,0,1,0
288,1,1,5,17,8,974,635,12,0,0,0,3,3
171,1,1,0,8,40,1423,1187,3,0,0,0,1,3
218,0,0,3,1,43,464,932,6,0,3,0,2,0
52,1,0,2,6,31,337,1172,9,0,0,0,1,0
171,1,0,1,15,20,348,790,8,0,0,0,3,0
152,1,0,4,5,48,149,663,1,0,0,0,2,0
132,1,1,3,15,20,266,606,1,0,0,0,2,3
23,0,1,1,15,37,1445,885,6,0,3,0,2,2
19,0,0,3,12,55,667,652,12,0,3,0,2,0
298,1,1,5,13,56,1339,1139,10,0,0,0,3,3
254,1,0,5,15,46,244,725,8,0,0,0,3,0
56,1,0,1,13,38,188,559,8,0,0,0,2,0
117,1,1,5,2,60,86,410,4,0,0,0,2,3
279,0,1,1,2,48,152,666,2,0,3,0,1,3
296,0,0,1,11,4,322,509,5,0,1,0,2,0
25,0,0,2,1,6,302,1177,5,0,2,0,0,0
242,0,1,1,10,35,592,458,6,0,3,0,2,3
6,1,1,2,15,22,338,27,9,1,0,3,2,2
173,1,0,3,3,32,42,1065,12,0,0,0,2,0
298,1,1,6,14,7,1009,381,10,0,0,0,3,3
191,0,0,2,8,21,830,103,11,0,3,1,2,0
40,0,1,6,20,18,1002,1132,10,0,2,0,3,2
273,1,0,0,2,60,110,436,12,0,0,0,2,0
170,0,0,0,9,34,328,25,3,1,3,3,1,0
218,1,0,0,6,15,1008,333,6,0,0,1,2,0
102,0,0,2,10,28,814,457,2,0,3,0,1,0
113,0,1,2,7,8,453,662,10,0,2,0,2,3
157,0,1,3,11,8,337,628,12,0,2,0,3,3
181,1,1,1,8,1,867,62,12,0,0,2,2,3
137,0,0,3,12,28,950,523,9,0,3,0,3,0
17,1,1,2,17,44,1436,76,10,0,0,2,2,2
254,0,1,4,9,14,845,889,2,0,2,0,2,3
47,0,0,6,12,12,1318,87,7,0,2,2,3,0
22,1,1,2,8,1,662,859,3,0,0,0,0,2
285,0,1,6,16,9,604,1008,12,0,2,0,3,3
29,0,1,5,7,16,29,660,6,0,2,0,2,2
143,0,0,1,1,46,60,1153,6,0,3,0,2,0
212,1,0,1,7,37,854,227,7,0,0,1,2,0
282,0,0,5,6,11,435,422,3,0,2,0,2,0
135,1,0,1,11,35,807,808,5,0,0,0,2,0
171,0,0,2,17,51,449,787,7,0,3,0,3,0
216,1,0,5,12,40,729,905,11,0,0,0,3,0
89,1,0,5,15,9,742,812,1,0,0,0,2,0
95,1,1,5,20,29,1227,1029,3,0,0,0,2,3
235,1,1,1,6,58,251,55,2,0,0,2,1,3
237,0,0,0,8,44,1487,188,6,0,3,1,2,0
293,1,0,6,5,31,1307,790,5,0,0,0,2,0
33,1,0,5,4,38,198,19,2,1,0,3,1,0
194,1,1,3,2,50,1499,328,8,0,0,1,2,3
13,1,0,4,4,17,562,1121,6,0,0,0,2,0
165,1,1,6,17,22,1430,500,12,0,0,0,3,3
13,0,1,6,7,53,588,886,10,0,3,0,2,2
91,1,0,2,5,36,188,870,4,0,0,0,0,0
27,1,1,3,10,3,1172,1122,8,0,0,0,1,2
287,1,1,0,8,55,909,852,7,0,0,0,2,3
78,1,0,1,20,35,870,1142,4,0,0,0,1,0
166,0,0,5,8,42,201,363,2,0,3,1,2,0
131,1,1,0,4,1,1183,272,11,0,0,1,2,3
164,0,1,2,12,11,304,445,6,0,2,0,3,3
118,1,1,3,7,39,1347,1003,11,0,0,0,2,3
156,0,1,2,16,36,687,81,8,0,3,2,3,3
285,0,1,6,10,32,8,806,1,0,3,0,2,3
143,1,1,0,11,2,870,736,6,0,0,0,3,3
86,1,0,5,15,28,275,1006,10,0,0,0,3,0
248,1,0,3,18,11,802,1068,11,0,0,0,3,0
199,1,0,3,2,50,424,1054,6,0,0,0,2,0
230,1,1,5,16,2,1151,170,8,0,0,1,3,3
83,0,0,0,9,38,300,977,2,0,3,0,0,0
152,1,0,4,1,35,274,162,5,0,0,1,2,0
178,1,0,0,15,23,243,372,5,0,0,0,2,0
298,0,1,3,7,11,234,498,1,0,2,0,1,3
98,0,1,1,12,24,398,504,10,0,3,0,2,3
227,1,0,2,10,55,1283,278,1,0,0,1,1,0
254,1,0,0,3,23,295,245,10,0,0,1,2,0
101,0,0,5,12,5,438,495,3,0,2,0,3,0
125,1,0,2,12,50,1166,169,11,0,0,1,3,0
234,1,0,4,5,51,941,494,4,0,0,0,2,0
210,1,1,1,3,36,11,319,3,0,0,1,1,3
61,0,0,3,18,35,1179,6,9,1,3,3,2,0
271,0,0,5,18,57,805,1100,3,0,3,0,3,0
252,1,0,5,10,26,133,708,3,0,0,0,2,0
147,0,1,1,12,15,149,678,10,0,2,0,3,3
291,1,1,6,16,2,329,231,6,0,0,1,3,3
102,0,1,0,5,46,1327,288,6,0,3,1,2,3
280,0,1,1,19,24,214,495,8,0,3,0,3,3
220,0,1,6,11,53,1452,41,6,0,3,2,3,3
270,1,1,2,12,40,1162,114,12,0,0,1,3,3
176,1,1,3,13,19,632,929,12,0,0,0,3,3
226,1,0,5,10,48,781,598,8,0,0,0,3,0
30,0,1,4,12,23,1451,284,5,0,3,1,2,2
77,0,0,1,19,2,240,704,5,0,1,0,1,0
194,0,1,3,7,8,573,231,11,0,2,1,2,3
154,1,1,1,9,24,329,1083,12,0,0,0,2,3
226,0,0,4,3,48,94,840,11,0,3,0,3,0
260,1,1,2,17,13,699,736,5,0,0,0,2,3
299,0,1,6,12,44,1066,874,10,0,3,0,3,3
218,0,0,1,17,2,107,501,2,0,1,0,2,0
33,1,0,5,16,36,813,999,4,0,0,0,2,0
196,0,0,5,11,7,1496,546,12,0,2,0,3,0
171,1,0,2,17,47,299,1021,1,0,0,0,2,0
245,0,1,5,11,26,677,239,12,0,3,1,3,3
84,1,1,6,13,17,458,25,9,1,0,3,3,3
206,1,0,0,19,12,476,1010,7,0,0,0,3,0
157,0,0,3,3,15,863,191,7,0,2,1,2,0
161,0,1,5,9,0,753,1162,11,0,1,0,3,3
10,0,0,5,20,3,620,817,5,0,1,0,2,0
122,1,0,5,4,21,294,1150,5,0,0,0,2,0
283,1,0,4,9,23,1150,466,7,0,0,0,3,0
219,0,0,5,6,9,1232,1086,10,0,2,0,3,0
115,1,0,1,6,27,1264,67,1,0,0,2,1,0
200,0,0,6,13,6,888,65,8,0,2,2,3,0
22,0,1,2,1,51,1384,40,5,0,3,2,0,2
7,0,1,4,8,2,1046,844,3,0,1,0,1,2
283,0,0,4,6,59,174,957,4,0,3,0,2,0
156,1,1,3,6,54,227,742,6,0,0,0,2,3
51,1,0,0,2,27,640,625,7,0,0,0,1,0
68,0,1,2,20,55,681,1149,7,0,3,0,2,3
32,0,1,1,17,8,619,1147,6,0,2,0,2,2
109,1,1,3,20,30,625,779,4,0,0,0,2,3
115,1,1,2,3,8,658,485,2,0,0,0,1,3
289,0,0,5,17,42,147,1105,8,0,3,0,3,0
55,0,0,4,8,18,1416,48,7,0,2,2,2,0
218,0,1,4,5,1,1436,726,5,0,1,0,2,3
238,0,1,3,15,2,112,972,1,0,1,0,2,3
250,1,0,3,11,57,1430,443,9,0,0,0,3,0
206,0,0,3,4,50,946,555,1,0,3,0,1,0
10,0,1,3,2,41,315,377,12,0,3,0,1,2
28,0,0,3,6,36,1107,690,8,0,3,0,1,0
133,1,1,6,20,37,831,1062,3,0,0,0,3,3
188,1,1,0,7,37,544,540,9,0,0,0,2,3
120,1,1,0,18,2,51,350,6,0,0,1,3,3
257,0,0,0,15,1,901,863,2,0,1,0,2,0
117,1,1,2,18,6,846,434,10,0,0,0,3,3
293,0,1,0,12,47,1494,802,11,0,3,0,3,3
90,1,0,4,6,22,30,1011,1,0,0,0,1,0
266,1,0,2,12,29,1276,1162,1,0,0,0,2,0
157,0,0,6,2,46,1495,668,5,0,3,0,2,0
20,0,0,3,7,0,1034,924,11,0,1,0,1,0
151,0,0,6,7,37,82,3,8,1,3,3,3,0
253,0,1,0,18,34,1482,572,1,0,3,0,2,3
182,1,1,2,3,46,1286,637,11,0,0,0,2,3
143,1,1,1,6,45,310,591,1,0,0,0,1,3
293,1,1,4,5,58,1390,950,11,0,0,0,3,3
198,0,0,6,6,21,41,584,9,0,3,0,3,0
75,1,1,3,1,19,577,799,6,0,0,0,1,3
98,1,1,3,6,49,1454,1012,10,0,0,0,1,3
278,1,1,5,9,45,44,956,11,0,0,0,3,3
152,0,1,4,2,8,560,857,8,0,2,0,3,3
210,1,1,2,13,42,1214,699,12,0,0,0,3,3
83,1,1,4,11,29,201,818,9,0,0,0,3,3
152,1,1,0,17,7,876,970,9,0,0,0,3,3
168,1,0,4,5,33,1079,629,7,0,0,0,3,0
278,0,0,5,20,35,1467,425,10,0,3,0,3,0
259,0,1,1,3,15,540,895,7,0,2,0,2,3
40,1,0,4,2,48,595,102,6,0,0,1,2,0
252,0,0,3,6,31,506,1060,2,0,3,0,1,0
44,0,1,4,2,48,1060,343,8,0,3,1,2,2
289,1,0,3,18,23,1118,921,3,0,0,0,2,0
290,1,1,6,17,57,197,1123,4,0,0,0,3,3
229,1,1,5,6,33,1491,441,5,0,0,0,2,3
165,1,0,5,15,17,337,786,8,0,0,0,3,0
60,0,1,5,8,36,199,622,12,0,3,0,2,3
225,0,0,6,7,48,368,646,5,0,3,0,2,0
286,1,1,2,14,2,430,907,10,0,0,0,3,3
247,1,0,2,14,47,635,244,8,0,0,1,3,0
297,1,1,3,11,54,880,1005,10,0,0,0,3,3
189,1,1,2,2,31,1407,503,8,0,0,0,2,3
70,0,1,6,7,50,620,153,11,0,3,1,2,3
18,0,0,2,2,12,239,753,3,0,2,0,0,0
36,1,0,6,9,12,725,822,10,0,0,0,2,0
89,0,0,0,4,3,106,934,4,0,1,0,0,0
223,0,0,1,11,58,1146,1050,3,0,3,0,2,0
200,0,1,2,9,59,455,282,9,0,3,1,2,3
38,0,1,3,13,32,524,1181,7,0,3,0,2,2
100,0,0,6,10,17,195,68,2,0,2,2,1,0
24,1,1,6,8,11,475,713,8,0,0,0,2,2
279,1,1,6,19,27,961,29,8,1,0,3,3,3
291,0,1,1,12,11,1297,827,8,0,2,0,3,3
242,0,0,2,5,2,780,293,12,0,1,1,2,0
143,1,0,0,5,59,209,664,5,0,0,0,1,0
146,1,1,3,3,42,504,1169,6,0,0,0,2,3
273,1,0,5,12,39,566,1190,9,0,0,0,3,0
140,0,0,0,8,19,1420,492,6,0,2,0,2,0
71,1,0,2,11,26,316,1029,11,0,0,0,2,0
176,1,0,5,13,47,279,1027,8,0,0,0,3,0
288,0,0,1,1,13,945,186,10,0,2,1,2,0
16,1,0,6,5,49,74,434,9,0,0,0,2,0
165,1,0,5,10,18,723,434,10,0,0,0,3,0
135,0,0,4,18,13,575,268,1,0,2,1,3,0
248,1,1,0,5,9,994,64,12,0,0,2,2,3
64,1,1,6,11,40,1218,853,2,0,0,0,2,3
113,0,1,2,20,11,1215,116,6,0,2,1,3,3
275,1,1,1,18,42,277,594,10,0,0,0,3,3
49,0,1,3,10,25,1147,711,7,0,3,0,1,2
111,0,1,1,15,33,495,464,6,0,3,0,3,3
276,1,1,6,4,51,1123,62,8,0,0,2,3,3
81,0,0,4,18,12,885,1198,6,0,2,0,3,0
291,0,1,6,6,59,159,629,12,0,3,0,3,3
261,0,1,2,8,59,1378,216,7,0,3,1,2,3
153,1,1,1,2,55,845,266,11,0,0,1,2,3
53,1,1,2,20,12,900,670,9,0,0,0,2,3
135,0,1,0,17,4,103,634,6,0,1,0,3,3
124,1,1,0,9,3,47,485,6,0,0,0,2,3
123,0,0,6,17,46,1405,1129,11,0,3,0,3,0
193,0,1,2,19,40,227,242,11,0,3,1,3,3
139,1,1,4,10,21,1494,30,1,0,0,3,2,3
204,0,0,5,16,55,346,434,9,0,3,0,3,0
273,0,1,0,17,33,773,547,10,0,3,0,3,3
153,0,0,0,3,7,20,1039,4,0,2,0,1,0
78,0,1,0,8,50,1008,3,3,1,3,3,0,3
194,0,1,2,12,21,375,761,6,0,3,0,3,3
176,0,1,5,18,27,485,675,2,0,3,0,3,3
44,0,0,4,2,30,651,745,1,0,3,0,1,0
32,0,0,3,8,3,201,192,6,0,1,1,1,0
95,0,0,0,15,22,270,576,10,0,3,0,2,0
153,1,1,4,13,56,607,1068,1,0,0,0,3,3
38,1,1,0,3,13,135,169,4,0,0,1,0,2
50,1,0,2,8,15,1095,760,8,0,0,0,1,0
211,0,1,2,2,17,113,502,1,0,2,0,1,3
6,0,1,4,16,22,196,1123,6,0,3,0,3,2
77,1,0,3,12,4,231,1128,2,0,0,0,1,0
190,0,0,5,4,30,1306,746,10,0,3,0,3,0
263,1,1,5,19,14,1105,580,5,0,0,0,3,3
9,0,0,0,20,5,605,661,6,0,2,0,2,0
255,0,1,5,9,48,590,358,5,0,3,1,2,3
299,1,1,2,5,20,444,284,2,0,0,1,1,3
177,0,1,0,12,5,1058,203,12,0,2,1,3,3
158,1,0,5,13,30,1170,1112,7,0,0,0,3,0
144,0,0,3,6,10,1461,443,6,0,2,0,2,0
206,0,1,0,12,54,453,927,6,0,3,0,3,3
41,1,0,5,4,47,500,198,6,0,0,1,2,0
37,0,1,0,16,14,332,899,9,0,2,0,2,2
125,0,0,3,3,57,599,415,10,0,3,0,2,0
75,1,1,6,4,26,1438,423,2,0,0,0,1,3
164,1,1,3,4,56,948,808,4,0,0,0,1,3
300,0,0,6,12,50,640,15,1,1,3,3,3,0
83,0,0,3,4,53,224,896,9,0,3,0,1,0
289,1,0,0,20,53,40,202,2,0,0,1,2,0
55,1,0,6,7,47,235,896,3,0,0,0,1,0
139,0,0,3,16,10,740,733,9,0,2,0,3,0
167,0,0,5,1,56,528,1073,4,0,3,0,2,0
120,1,1,2,17,28,1206,376,11,0,0,0,3,3
95,1,1,1,19,3,694,1073,2,0,0,0,1,3
13,0,1,2,19,41,1342,655,3,0,3,0,1,2
88,0,1,5,9,60,655,441,7,0,3,0,2,3
204,0,1,1,5,0,1126,1189,11,0,1,0,2,3
181,1,0,1,11,19,1245,627,10,0,0,0,3,0
44,0,0,4,19,22,1255,373,7,0,3,0,3,0
58,1,1,4,7,18,1198,1012,12,0,0,0,2,3
133,0,1,2,6,42,952,154,2,0,3,1,1,3
68,1,0,4,2,50,1212,102,3,0,0,1,1,0
64,1,0,2,13,30,1265,909,9,0,0,0,2,0
178,0,1,1,15,40,1230,407,6,0,3,0,3,3
120,1,0,2,17,14,1358,839,8,0,0,0,3,0
70,0,0,2,8,18,1346,286,8,0,2,1,1,0
138,0,1,1,6,56,491,18,10,1,3,3,2,3
101,1,0,2,15,34,1207,795,11,0,0,0,3,0
142,1,1,5,6,22,502,408,11,0,0,0,3,3
150,1,1,1,17,6,865,679,8,0,0,0,3,3
297,0,1,3,11,40,455,137,3,0,3,1,2,3
10,1,0,2,6,39,219,656,4,0,0,0,0,0
70,0,1,1,3,1,1339,772,3,0,1,0,0,3
279,1,0,4,7,0,4,421,3,0,0,0,2,0
9,0,0,3,12,45,666,1131,2,0,3,0,1,0
149,0,0,2,20,16,678,816,9,0,2,0,3,0
233,0,1,2,5,55,884,302,1,0,3,1,1,3
300,1,1,2,4,10,577,627,2,0,0,0,1,3
111,0,0,1,3,27,1066,587,2,0,3,0,1,0
152,1,1,6,9,34,670,904,1,0,0,0,2,3
182,1,0,3,16,0,654,263,11,0,0,1,3,0
26,0,0,3,18,54,919,851,9,0,3,0,2,0
247,0,0,0,6,60,1175,1199,12,0,3,0,2,0
107,1,1,6,9,25,320,204,8,0,0,1,3,3
289,1,1,0,2,53,436,592,10,0,0,0,2,3
190,1,0,1,17,40,415,824,4,0,0,0,2,0
129,1,1,6,10,55,1098,172,8,0,0,1,3,3
118,0,1,1,11,0,1470,509,5,0,1,0,2,3
153,1,0,1,15,19,812,1170,4,0,0,0,2,0
105,1,0,5,17,8,1212,91,4,0,0,1,3,0
294,0,0,2,7,41,798,755,2,0,3,0,1,0
149,0,0,4,4,41,1434,220,7,0,3,1,3,0
107,1,0,2,8,24,902,903,3,0,0,0,1,0
261,1,1,5,19,32,787,1058,10,0,0,0,3,3
183,1,1,0,7,5,1220,1119,8,0,0,0,2,3
271,0,0,5,7,29,691,444,11,0,3,0,3,0
240,0,1,2,1,23,684,894,10,0,3,0,2,3
96,1,1,1,17,12,482,597,6,0,0,0,2,3
40,0,1,4,8,21,555,777,3,0,3,0,1,2
289,0,0,1,6,57,783,1087,9,0,3,0,2,0
46,1,0,1,5,39,1217,314,10,0,0,1,1,0
66,0,1,3,17,29,1329,859,5,0,3,0,1,3
217,1,0,6,16,41,386,1103,11,0,0,0,3,0
225,0,0,4,5,52,914,289,10,0,3,1,3,0
295,1,0,5,13,50,636,858,3,0,0,0,3,0
42,1,1,3,8,54,1200,690,7,0,0,0,1,2
201,0,1,5,14,25,903,594,3,0,3,0,3,3
221,0,0,6,18,28,20,525,8,0,3,0,3,0
274,1,1,6,4,33,684,513,9,0,0,0,3,3
148,0,1,0,19,45,1032,1117,8,0,3,0,3,3
104,1,0,0,20,4,984,360,2,0,0,1,2,0
148,1,0,6,8,30,110,279,6,0,0,1,3,0
74,1,1,2,5,30,590,968,7,0,0,0,1,3
232,1,0,5,9,54,216,1007,1,0,0,0,2,0
253,0,1,5,8,9,1074,514,4,0,2,0,2,3
59,1,1,6,13,11,1495,726,11,0,0,0,3,3
83,0,1,0,10,39,1207,139,2,0,3,1,0,3
106,1,1,2,17,3,134,333,5,0,0,1,2,3
242,1,1,2,10,27,516,138,2,0,0,1,1,3
128,1,0,0,17,23,549,670,11,0,0,0,3,0
28,0,1,0,2,2,306,929,4,0,1,0,0,2
192,0,0,3,6,34,71,332,9,0,3,1,2,0
114,1,0,5,19,31,80,604,1,0,0,0,3,0
108,1,0,1,16,48,828,639,7,0,0,0,3,0
110,1,1,6,19,42,985,726,12,0,0,0,3,3
73,1,0,5,7,47,1344,1149,9,0,0,0,2,0
244,0,1,6,11,30,346,378,4,0,3,0,3,3
132,0,0,1,2,52,812,262,3,0,3,1,1,0
146,0,1,0,11,23,984,192,2,0,3,1,2,3
45,1,1,6,19,50,712,238,1,0,0,1,2,2
196,1,1,2,17,44,1165,940,10,0,0,0,3,3
98,1,0,6,5,44,927,788,7,0,0,0,2,0
298,1,0,0,2,37,434,598,9,0,0,0,2,0
21,1,1,2,5,56,713,978,5,0,0,0,0,2
101,0,1,4,5,52,96,332,11,0,3,1,3,3
183,1,1,5,13,26,1442,679,1,0,0,0,3,3
234,0,1,2,11,58,1021,105,8,0,3,1,3,3
66,1,0,6,7,11,612,833,7,0,0,0,2,0
161,0,1,1,17,54,1033,125,10,0,3,1,3,3
242,0,0,3,6,14,1110,877,8,0,2,0,2,0
294,0,1,5,8,6,494,699,4,0,2,0,2,3
128,1,1,5,9,7,400,235,4,0,0,1,2,3
296,1,0,2,19,6,832,460,2,0,0,0,2,0
141,0,0,2,16,47,1207,622,2,0,3,0,2,0
274,1,0,0,20,19,1285,89,6,0,0,2,3,0
267,1,1,5,9,0,774,278,1,0,0,1,2,3
215,1,0,5,12,51,47,840,7,0,0,0,3,0
286,1,0,1,7,12,1423,579,9,0,0,0,2,0
65,1,0,4,2,35,557,860,12,0,0,0,2,0
144,1,0,2,8,36,582,819,6,0,0,0,2,0
164,1,1,3,4,10,92,152,9,0,0,1,2,3
293,0,0,4,8,9,619,764,1,0,2,0,2,0
76,1,1,1,18,36,34,1190,12,0,0,0,2,3
221,1,0,5,20,8,932,1112,10,0,0,0,3,0
217,0,1,2,17,30,781,426,3,0,3,0,2,3
154,1,0,1,11,58,323,104,9,0,0,1,3,0
296,1,0,1,5,12,910,160,10,0,0,1,2,0
254,1,0,4,16,34,1143,384,5,0,0,0,3,0
101,0,1,1,13,3,217,276,11,0,1,1,3,3
237,1,1,1,8,59,750,789,1,0,0,0,1,3
252,1,1,0,10,16,1171,196,2,0,0,1,1,3
44,1,1,1,14,50,1109,155,12,0,0,1,2,2
28,1,1,1,9,51,1428,491,10,0,0,0,1,2
173,1,1,2,5,17,19,968,9,0,0,0,2,3
99,1,0,1,20,37,328,83,7,0,0,2,2,0
126,1,0,1,9,56,1324,6,7,1,0,3,2,0
239,1,1,3,11,10,1193,325,8,0,0,1,3,3
125,1,0,4,19,7,394,860,4,0,0,0,3,0
149,1,1,4,7,20,909,892,7,0,0,0,3,3
149,0,1,1,2,14,430,797,8,0,2,0,2,3
193,1,1,3,9,44,744,1138,11,0,0,0,2,3
231,0,1,3,16,17,979,895,12,0,2,0,3,3
195,0,0,1,13,5,824,392,1,0,2,0,2,0
281,0,1,4,20,10,1271,388,2,0,2,0,3,3
74,1,1,2,7,41,850,834,9,0,0,0,1,3
264,0,0,1,14,34,1401,773,12,0,3,0,3,0
77,1,1,5,14,52,163,897,4,0,0,0,2,3
254,1,1,5,19,38,1474,55,6,0,0,2,3,3
224,0,0,5,11,5,922,841,6,0,2,0,3,0
297,0,0,6,5,33,839,996,6,0,3,0,3,0
218,1,0,3,5,9,819,403,4,0,0,0,1,0
252,0,1,6,4,45,485,1166,11,0,3,0,3,3
108,0,1,0,8,30,823,223,11,0,3,1,2,3
119,0,1,5,3,55,1495,710,12,0,3,0,3,3
41,1,1,5,14,56,110,1050,9,0,0,0,3,2
269,0,0,6,16,46,1397,172,1,0,3,1,3,0
177,1,1,4,15,23,247,714,1,0,0,0,3,3
163,0,0,5,6,60,218,87,9,0,3,2,3,0
140,0,0,5,18,21,1175,820,3,0,3,0,3,0
77,1,1,6,17,59,878,142,8,0,0,1,3,3
117,0,0,5,20,12,976,886,9,0,2,0,3,0
233,0,1,5,6,35,942,446,6,0,3,0,3,3
185,1,1,6,16,58,215,781,8,0,0,0,3,3
168,1,1,3,13,26,596,1083,1,0,0,0,2,3
247,1,1,1,12,9,1182,645,10,0,0,0,3,3
179,1,0,2,18,33,87,937,7,0,0,0,3,0
186,1,1,5,1,57,1499,1190,11,0,0,0,3,3
139,1,1,2,5,31,1347,543,4,0,0,0,1,3
94,1,1,1,9,27,1198,893,5,0,0,0,0,3
66,0,0,4,20,59,647,203,8,0,3,1,3,0
281,0,0,5,2,21,1490,353,7,0,3,1,3,0
246,1,0,2,13,44,120,894,12,0,0,0,3,0
61,1,0,0,16,17,784,227,6,0,0,1,2,0
52,1,0,4,15,54,17,659,5,0,0,0,2,0
109,1,1,6,12,10,1458,981,10,0,0,0,3,3
74,1,0,4,6,11,64,781,10,0,0,0,2,0
217,0,0,4,14,49,164,1105,7,0,3,0,3,0
95,1,1,0,9,34,915,275,9,0,0,1,1,3
163,1,1,0,8,30,204,476,2,0,0,0,1,3
177,0,0,2,16,50,596,495,8,0,3,0,3,0
145,1,1,0,3,41,1395,396,2,0,0,0,1,3
29,1,0,2,4,15,859,559,9,0,0,0,1,0
15,0,1,5,17,8,1421,1038,6,0,2,0,3,2
112,0,1,4,3,40,814,851,9,0,3,0,3,3
90,1,0,4,3,37,868,400,9,0,0,0,2,0
188,1,1,6,9,27,457,745,12,0,0,0,3,3
274,0,1,6,8,4,822,783,2,0,1,0,2,3
122,1,0,5,13,21,767,952,12,0,0,0,3,0
257,1,1,3,17,37,1169,559,2,0,0,0,2,3
137,1,0,4,19,56,1210,751,12,0,0,0,3,0
266,0,0,1,7,16,27,172,9,0,2,1,2,0
151,0,0,3,2,45,1256,472,1,0,3,0,1,0
260,0,1,3,14,6,747,74,3,0,2,2,2,3
57,1,1,1,5,38,1389,193,6,0,0,1,1,3
21,0,0,6,20,50,1455,749,1,0,3,0,2,0
100,1,0,0,20,41,1217,283,11,0,0,1,2,0
251,0,1,4,5,17,702,297,3,0,2,1,2,3
15,1,1,5,11,53,654,791,11,0,0,0,3,2
